ID,Category,Elements,Support_or_material,Reaction_or_application,Title,Journal,Year,Publisher,DOI,Accessible_URL,Open_PDF_URL,PDF_Status,Local_PDF_Path,Chinese_Introduction,Classification_Reason
E0019,Experimental,Mixed_or_unclear,graphene,catalysis,Electrocatalysis over Graphene-Defect-Coordinated Transition-Metal Single-Atom Catalysts,Chem,2018,Elsevier BV,10.1016/j.chempr.2018.01.013,https://doi.org/10.1016/j.chempr.2018.01.013,http://www.cell.com/article/S2451929418300354/pdf,download_failed: HTTPError,,本文关注 Mixed_or_unclear 单原子位点在 graphene 等载体上的催化行为，主要应用于catalysis。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要未在元数据源中提供，建议通过 DOI 页面查看全文摘要。,识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0026,Experimental,Ni,graphene,catalysis,Real-time imaging of adatom-promoted graphene growth on nickel,Science,2018,American Association for the Advancement of Science,10.1126/science.aan8782,https://doi.org/10.1126/science.aan8782,,no_open_pdf_in_metadata,,"本文关注 Ni 单原子位点在 graphene 等载体上的催化行为，主要应用于catalysis。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Single adatoms are expected to participate in many processes occurring at solid surfaces, such as the growth of graphene on metals. We demonstrate, both experimentally and theoretically, the catalytic role played by single metal adatoms during the technologica",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0028,Experimental,Ti; Ni; Ir,graphene,CO2 reduction/conversion,Single-Atom Catalysis toward Efficient CO 2 Conversion to CO and Formate Products,Accounts of Chemical Research,2018,American Chemical Society,10.1021/acs.accounts.8b00478,https://doi.org/10.1021/acs.accounts.8b00478,,no_open_pdf_in_metadata,,"本文关注 Ti, Ni, Ir 单原子位点在 graphene 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：ConspectusSimply yet powerfully, single-atom catalysts (SACs) with atomically dispersed metal active centers on supports have received a growing interest in a wide range of catalytic reactions. As a specific example, SACs have exhibited distinctive performance",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0029,Experimental,Fe,graphene,hydrogen evolution reaction,Support effects on adsorption and catalytic activation of O 2 in single atom iron catalysts with graphene-based substrates,Physical Chemistry Chemical Physics,2018,Royal Society of Chemistry,10.1039/c7cp08301g,https://doi.org/10.1039/c7cp08301g,,no_open_pdf_in_metadata,,"本文关注 Fe 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：. Furthermore, the findings can lay the foundation for the further study of graphene-based support effects and provide a guideline for the development and design of new non-noble-metal single atom catalysts.",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0030,Experimental,Pd,graphene,hydrogen evolution reaction,Toward Understanding of the Support Effect on Pd 1 Single-Atom-Catalyzed Hydrogenation Reactions,The Journal of Physical Chemistry C,2018,American Chemical Society,10.1021/acs.jpcc.8b07181,https://doi.org/10.1021/acs.jpcc.8b07181,,no_open_pdf_in_metadata,,"本文关注 Pd 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Metal single-atom catalysts (SACs) have received significant attention in the catalysis field due to maximized atom efficiency and their unique catalytic properties. The support could have prominent influences on the catalytic performance. However, the support",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0032,Experimental,V; Fe; Co; Ni; Cu; Mo; Pd; Ag,graphene oxide,CO2 reduction/conversion,A Universal Seeding Strategy to Synthesize Single Atom Catalysts on 2D Materials for Electrocatalytic Applications,Advanced Functional Materials,2019,Wiley,10.1002/adfm.201906157,https://doi.org/10.1002/adfm.201906157,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.201906157,download_failed: HTTPError,,"本文关注 V, Fe, Co, Ni, Cu, Mo, Pd, Ag 单原子位点在 graphene oxide 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Single‐atom catalysts (SACs) are attracting significant attention due to their exceptional catalytic performance and stability. However, the controllable, scalable, and efficient synthesis of SACs remains a significant challenge. Herein, a new and ver",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0033,Experimental,Ni,graphene,CO oxidation,A novel single-atom catalyst for CO oxidation in humid environmental conditions: Ni-embedded divacancy graphene,Journal of Materials Chemistry A,2019,Royal Society of Chemistry,10.1039/c9ta08525d,https://doi.org/10.1039/c9ta08525d,,no_open_pdf_in_metadata,,"本文关注 Ni 单原子位点在 graphene 等载体上的催化行为，主要应用于CO oxidation。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：A termolecular Eley–Rideal (TER) mechanism is preferred for CO oxidation on Ni-DG in humid environments, and the energy barrier for the rate limiting step (2CO + O 2 → OCOOCO) is only 0.34 eV.",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0034,Experimental,Fe; Zn; Pt,graphene,oxygen reduction reaction,A pyrolysis-free path toward superiorly catalytic nitrogen-coordinated single atom,Science Advances,2019,American Association for the Advancement of Science,10.1126/sciadv.aaw2322,https://doi.org/10.1126/sciadv.aaw2322,https://www.science.org/doi/pdf/10.1126/sciadv.aaw2322?download=true,download_failed: HTTPError,,"本文关注 Fe, Zn, Pt 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Nitrogen-coordinated single-atom catalysts (SACs) have emerged as a frontier for electrocatalysis (such as oxygen reduction) with maximized atom utilization and highly catalytic activity. The precise design and operable synthesis of SACs are vital for practica",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0039,Experimental,Cu,graphene,hydrogen evolution reaction,Anchoring Cu1 species over nanodiamond-graphene for semi-hydrogenation of acetylene,Nature Communications,2019,Nature Portfolio,10.1038/s41467-019-12460-7,https://doi.org/10.1038/s41467-019-12460-7,https://www.nature.com/articles/s41467-019-12460-7.pdf,open_url_not_pdf,,"本文关注 Cu 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：The design of cheap, non-toxic, and earth-abundant transition metal catalysts for selective hydrogenation of alkynes remains a challenge in both industry and academia. Here, we report a new atomically dispersed copper (Cu) catalyst supported on a defective nan",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0040,Experimental,Pd,graphene,hydrogen evolution reaction,Atomic Pd on Graphdiyne/Graphene Heterostructure as Efficient Catalyst for Aromatic Nitroreduction,Advanced Functional Materials,2019,Wiley,10.1002/adfm.201905423,https://doi.org/10.1002/adfm.201905423,,no_open_pdf_in_metadata,,"本文关注 Pd 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract With the maximum atom‐utilization efficiency, single atom catalysts (SACs) have attracted great research interest in catalysis science recently. To address the following key challenges for the further development of SACs: i) how to stabilize and avoid",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0049,Experimental,Pt,graphene,hydrogen evolution reaction,Comparative Study of C 3 N- and Graphene-Supported Single-Atom Pt,The Journal of Physical Chemistry C,2019,American Chemical Society,10.1021/acs.jpcc.8b12142,https://doi.org/10.1021/acs.jpcc.8b12142,,no_open_pdf_in_metadata,,"本文关注 Pt 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Substrate-supported single atoms have been of interest in many fields, such as magnetism, semiconductors, catalysis, and others. As far as single-atom catalysts (such as Pt, Pd, and Au atoms) are concerned, the substrates play vital roles for the stability and",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0052,Experimental,V; Co; Ni,graphene,oxygen reduction reaction,Defective Graphene on the Transition-Metal Surface: Formation of Efficient Bifunctional Catalysts for Oxygen Evolution/Reduction Reactions in Alkaline Media,ACS Applied Materials & Interfaces,2019,American Chemical Society,10.1021/acsami.9b02588,https://doi.org/10.1021/acsami.9b02588,,no_open_pdf_in_metadata,,"本文关注 V, Co, Ni 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Supported single-atom catalysts (SACs) have attracted enormous attention because of their high selectivity, activity, and efficiency, compared to conventional nanoparticles and metal bulk catalysts. However, all of these unique merits rely on the stability of",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0053,Experimental,Mo,graphene,hydrogen evolution reaction,Dinitrogen Activation on Graphene Anchored Single Atom Catalysts: Local Site Activity or Surface Phenomena,The Journal of Physical Chemistry C,2019,American Chemical Society,10.1021/acs.jpcc.9b06757,https://doi.org/10.1021/acs.jpcc.9b06757,,no_open_pdf_in_metadata,,本文关注 Mo 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Catalysis on two-dimensional (2D) substrates with metal clusters or centers is generally dealt with as a surface phenomenon under the conjecture that the delocalized electron density is the driving force. When single atom catalysts (SACs) are anchored on such,题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0054,Experimental,Ni; Rh,graphene,catalysis,Direct Oxidation of Methane to Methanol Enabled by Electronic Atomic Monolayer–Metal Support Interaction,ACS Catalysis,2019,American Chemical Society,10.1021/acscatal.9b01619,https://doi.org/10.1021/acscatal.9b01619,,no_open_pdf_in_metadata,,"本文关注 Ni, Rh 单原子位点在 graphene 等载体上的催化行为，主要应用于catalysis。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Direct, catalytic oxidation of methane to methanol (MTM) with molecular oxygen is a highly desirable process to valorize methane. We propose that Rh-doped graphene (GR) supported on Ni(111) can be a promising catalyst for MTM with appreciable activity and sele",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0057,Experimental,Co,graphene,hydrogen evolution reaction,Enhanced Activity of C 2 N-Supported Single Co Atom Catalyst by Single Atom Promoter,The Journal of Physical Chemistry Letters,2019,American Chemical Society,10.1021/acs.jpclett.9b02906,https://doi.org/10.1021/acs.jpclett.9b02906,,no_open_pdf_in_metadata,,"本文关注 Co 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：The remarkable chemical activity of metal single-atom catalysts (SACs) lies in their unique electronic states associated with the low-coordination nature of single-atom sites. Yet, electronic state manipulation normally requires direct contact with other atoms",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0060,Experimental,Ni,graphene,hydrogenation,Gas‐Phase Dehydrogenation of Alkanes: C−H Activation by a Graphene‐Supported Nickel Single‐Atom Catalyst Model,Angewandte Chemie International Edition,2019,Wiley,10.1002/anie.201907487,https://doi.org/10.1002/anie.201907487,,no_open_pdf_in_metadata,,"本文关注 Ni 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogenation。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：A gas-phase anionic nickel(0) fluorenyl complex is shown to effect the dehydrogenation of linear, branched, and cyclic alkanes via C-H activation. It performs dehydrogenations via a C-H insertion followed by β-hydride elimination. When given energy via collisi",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0061,Experimental,Mixed_or_unclear,graphene,hydrogen evolution reaction,Graphene aerogel keeps single-atom catalysts stable,C&EN Global Enterprise,2019,American Chemical Society,10.1021/cen-09732-scicon11,https://doi.org/10.1021/cen-09732-scicon11,,no_open_pdf_in_metadata,,"本文关注 Mixed_or_unclear 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：To get the most out of precious metals used as industrial catalysts, researchers try to disperse the metals as finely as possible on a support material. The smaller the particle, the larger the fraction of atoms that reside at the surface, where they are expos",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0062,Experimental,Ni,graphene oxide,CO2 reduction/conversion,Highly Efficient Electroreduction of CO 2 on Nickel Single‐Atom Catalysts: Atom Trapping and Nitrogen Anchoring,Small,2019,Wiley,10.1002/smll.201903668,https://doi.org/10.1002/smll.201903668,,no_open_pdf_in_metadata,,"本文关注 Ni 单原子位点在 graphene oxide 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Construction of single atom catalysts (SACs) with high activity toward electroreduction of CO 2 still remains a great challenge. A very simple and truly cost‐effective synthetic strategy is proposed to prepare SACs via a impregnation–pyrolysis method,",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0063,Experimental,Fe,graphene,oxygen reduction reaction,Iron Single Atoms on Graphene as Nonprecious Metal Catalysts for High‐Temperature Polymer Electrolyte Membrane Fuel Cells,Advanced Science,2019,Wiley,10.1002/advs.201802066,https://doi.org/10.1002/advs.201802066,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201802066,download_failed: HTTPError,,"本文关注 Fe 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Iron single atom catalysts (Fe SACs) are the best‐known nonprecious metal (NPM) catalysts for the oxygen reduction reaction (ORR) of polymer electrolyte membrane fuel cells (PEMFCs), but their practical application has been constrained by the low Fe S",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0064,Experimental,Fe,graphene,oxygen reduction reaction,Isolated Fe atoms dispersed on cellulose-derived nanocarbons as an efficient electrocatalyst for the oxygen reduction reaction,Nanoscale,2019,Royal Society of Chemistry,10.1039/c9nr07914a,https://doi.org/10.1039/c9nr07914a,,no_open_pdf_in_metadata,,"本文关注 Fe 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Cost-effective preparation of efficient electrocatalysts is vitally important for energy storage and conversion. Here, a facile chemical activation strategy using biomass cellulose as the carbon feedstock to fabricate isolated Fe atoms dispersed on a nitrogen",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0073,Experimental,Pd,graphene,hydrogen evolution reaction,Pd Single‐Atom Catalysts on Nitrogen‐Doped Graphene for the Highly Selective Photothermal Hydrogenation of Acetylene to Ethylene,Advanced Materials,2019,,10.1002/adma.201900509,https://doi.org/10.1002/adma.201900509,,no_open_pdf_in_metadata,,"本文关注 Pd 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract The selective hydrogenation of acetylene to ethylene in an ethylene‐rich gas stream is an important process in the chemical industry. Pd‐based catalysts are widely used in this reaction due to their excellent hydrogenation activity, though their selec",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0074,Experimental,Cu; Pt,graphene,hydrogen evolution reaction,Protecting Single Atom Catalysts with Graphene/Carbon-Nitride “Chainmail”,The Journal of Physical Chemistry Letters,2019,American Chemical Society,10.1021/acs.jpclett.9b01336,https://doi.org/10.1021/acs.jpclett.9b01336,,no_open_pdf_in_metadata,,"本文关注 Cu, Pt 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Single-atom catalysts (SACs) possess high chemical activity but suffer from structural vulnerability owing to atom aggregation or attacks from reaction intermediates. In this work, we employed first-principles simulations to propose a design of stable and effi",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0075,Experimental,V; Cr; Fe; Co; Ni; Rh; W,graphene,oxygen reduction reaction,Rational Design of Graphene‐Supported Single Atom Catalysts for Hydrogen Evolution Reaction,Advanced Energy Materials,2019,Wiley,10.1002/aenm.201803689,https://doi.org/10.1002/aenm.201803689,https://www.osti.gov/servlets/purl/1502877,downloaded_open_access_pdf,Experimental/V/pdfs/E0075_Rational_Design_of_Graphene_Supported_Single_Atom_Catalysts_for_Hydrogen_Evolution_Reactio.pdf,"本文关注 V, Cr, Fe, Co, Ni, Rh, W 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract The proper choice of nonprecious transition metals as single atom catalysts (SACs) remains unclear for designing highly efficient electrocatalysts for hydrogen evolution reaction (HER). Herein, reported is an activity correlation with catalysts, elect",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0078,Experimental,Sc; V; Co; Zn; Mo; W; Pt; Au,graphene,CO2 reduction/conversion,Single Atoms for Energy Applications,Small Methods,2019,Wiley,10.1002/smtd.201900523,https://doi.org/10.1002/smtd.201900523,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smtd.201900523,download_failed: HTTPError,,"本文关注 Sc, V, Co, Zn, Mo, W, Pt, Au 单原子位点在 graphene 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：The atom is the smallest particle to maintain chemical properties of an element. Therefore, single-atom methods are practical way to maximize the chemical properties and reduce the usage of noble/expensive elements. To date, single-atom catalysts (SACs) are of",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
