ID,Category,Elements,Support_or_material,Reaction_or_application,Title,Journal,Year,Publisher,DOI,Accessible_URL,Open_PDF_URL,PDF_Status,Local_PDF_Path,Chinese_Introduction,Classification_Reason
E0011,Experimental,Pt,graphene,hydrogen evolution reaction,Bottom-up precise synthesis of stable platinum dimers on graphene,Nature Communications,2017,Nature Portfolio,10.1038/s41467-017-01259-z,https://doi.org/10.1038/s41467-017-01259-z,https://www.nature.com/articles/s41467-017-01259-z.pdf,open_url_not_pdf,,"本文关注 Pt 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Supported metal clusters containing only a few atoms are of great interest. Progress has been made in synthesis of metal single-atom catalysts. However, precise synthesis of metal dimers on high-surface area support remains a grand challenge. Here, we",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0012,Experimental,Pt,carbon/other support,oxygen reduction reaction,High performance platinum single atom electrocatalyst for oxygen reduction reaction,Nature Communications,2017,Nature Portfolio,10.1038/ncomms15938,https://doi.org/10.1038/ncomms15938,https://www.nature.com/articles/ncomms15938.pdf,open_url_not_pdf,,"本文关注 Pt 单原子位点在 carbon/other support 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract For the large-scale sustainable implementation of polymer electrolyte membrane fuel cells in vehicles, high-performance electrocatalysts with low platinum consumption are desirable for use as cathode material during the oxygen reduction reaction in fu",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0013,Experimental,Pt,carbon/other support,catalysis,Oxide-based nanomaterials for fuel cell catalysis: the interplay between supported single Pt atoms and particles,Catalysis Science & Technology,2017,Royal Society of Chemistry,10.1039/c7cy00710h,https://doi.org/10.1039/c7cy00710h,https://pubs.rsc.org/en/content/articlepdf/2017/cy/c7cy00710h,downloaded_open_access_pdf,Experimental/Pt/pdfs/E0013_Oxide-based_nanomaterials_for_fuel_cell_catalysis_the_interplay_between_supported_single_P.pdf,本文关注 Pt 单原子位点在 carbon/other support 等载体上的催化行为，主要应用于catalysis。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Nanomaterials coated with atomically dispersed platinum on ceria are structurally dynamic and show high potential for applications in fuel cells.,识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0014,Experimental,Fe,N-doped carbon,oxygen reduction reaction,Self‐Assembled Fe–N‐Doped Carbon Nanotube Aerogels with Single‐Atom Catalyst Feature as High‐Efficiency Oxygen Reduction Electrocatalysts,Small,2017,Wiley,10.1002/smll.201603407,https://doi.org/10.1002/smll.201603407,https://www.osti.gov/servlets/purl/1347291,downloaded_open_access_pdf,Experimental/Fe/pdfs/E0014_Self_Assembled_Fe_N_Doped_Carbon_Nanotube_Aerogels_with_Single_Atom_Catalyst_Feature_as_Hi.pdf,"本文关注 Fe 单原子位点在 N-doped carbon 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Self-assembled M–N-doped carbon nanotube aerogels with single-atom catalyst feature are for the first time reported through one-step hydrothermal route and subsequent facile annealing treatment. By taking advantage of the porous nanostructures, 1D nanotubes as",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0015,Experimental,Fe,carbon/other support,oxygen reduction reaction,Atomic Fe Dispersed on N‐Doped Carbon Hollow Nanospheres for High‐Efficiency Electrocatalytic Oxygen Reduction,Advanced Materials,2018,,10.1002/adma.201806312,https://doi.org/10.1002/adma.201806312,,no_open_pdf_in_metadata,,"本文关注 Fe 单原子位点在 carbon/other support 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Exploration of high‐efficiency, economical, and ultrastable electrocatalysts for the oxygen reduction reaction (ORR) to substitute precious Pt is of great significance in electrochemical energy conversion devices. Single‐atom catalysts (SACs) have spa",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0016,Experimental,Co,graphene,hydrogen evolution reaction,Atomic engineering of high-density isolated Co atoms on graphene with proximal-atom controlled reaction selectivity,Nature Communications,2018,Nature Portfolio,10.1038/s41467-018-05754-9,https://doi.org/10.1038/s41467-018-05754-9,https://www.nature.com/articles/s41467-018-05754-9.pdf,open_url_not_pdf,,本文关注 Co 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Controllable synthesis of single atom catalysts (SACs) with high loading remains challenging due to the aggregation tendency of metal atoms as the surface coverage increases. Here we report the synthesis of graphene supported cobalt SACs (Co 1 /G) wit,题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0017,Experimental,Ni; Pt,carbon/other support,hydrogen evolution reaction,Cation vacancy stabilization of single-atomic-site Pt1/Ni(OH)x catalyst for diboration of alkynes and alkenes,Nature Communications,2018,Nature Portfolio,10.1038/s41467-018-03380-z,https://doi.org/10.1038/s41467-018-03380-z,https://www.nature.com/articles/s41467-018-03380-z.pdf,open_url_not_pdf,,"本文关注 Ni, Pt 单原子位点在 carbon/other support 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Development of single-atomic-site catalysts with high metal loading is highly desirable but proved to be very challenging. Although utilizing defects on supports to stabilize independent metal atoms has become a powerful method to fabricate single-ato",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0018,Experimental,Fe; Co; Cu; Pt,graphene,oxygen reduction reaction,Definitive Structural Identification toward Molecule‐Type Sites within 1D and 2D Carbon‐Based Catalysts,Advanced Energy Materials,2018,Wiley,10.1002/aenm.201800436,https://doi.org/10.1002/aenm.201800436,,no_open_pdf_in_metadata,,"本文关注 Fe, Co, Cu, Pt 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Developing facile preparation routes and atomic‐level characterization methods for single‐atom catalysts is highly desirable but still challenging. Herein, a general strategy is proposed to construct transition metal single atoms within 1D and 2D carb",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0019,Experimental,Mixed_or_unclear,graphene,catalysis,Electrocatalysis over Graphene-Defect-Coordinated Transition-Metal Single-Atom Catalysts,Chem,2018,Elsevier BV,10.1016/j.chempr.2018.01.013,https://doi.org/10.1016/j.chempr.2018.01.013,http://www.cell.com/article/S2451929418300354/pdf,download_failed: HTTPError,,本文关注 Mixed_or_unclear 单原子位点在 graphene 等载体上的催化行为，主要应用于catalysis。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要未在元数据源中提供，建议通过 DOI 页面查看全文摘要。,识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0020,Experimental,Fe; Zn,carbon/other support,oxygen reduction reaction,Enhanced oxygen reduction with single-atomic-site iron catalysts for a zinc-air battery and hydrogen-air fuel cell,Nature Communications,2018,Nature Portfolio,10.1038/s41467-018-07850-2,https://doi.org/10.1038/s41467-018-07850-2,https://www.nature.com/articles/s41467-018-07850-2.pdf,open_url_not_pdf,,"本文关注 Fe, Zn 单原子位点在 carbon/other support 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Efficient, durable and inexpensive electrocatalysts that accelerate sluggish oxygen reduction reaction kinetics and achieve high-performance are highly desirable. Here we develop a strategy to fabricate a catalyst comprised of single iron atomic sites supporte",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0021,Experimental,Fe,carbon/other support,oxygen reduction reaction,From Metal–Organic Frameworks to Single‐Atom Fe Implanted N‐doped Porous Carbons: Efficient Oxygen Reduction in Both Alkaline and Acidic Media,Angewandte Chemie International Edition,2018,Wiley,10.1002/anie.201803262,https://doi.org/10.1002/anie.201803262,https://www.osti.gov/servlets/purl/1463675,downloaded_open_access_pdf,Experimental/Fe/pdfs/E0021_From_Metal_Organic_Frameworks_to_Single_Atom_Fe_Implanted_N_doped_Porous_Carbons_Efficient.pdf,本文关注 Fe 单原子位点在 carbon/other support 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract It remains highly desired but a great challenge to achieve atomically dispersed metals in high loadings for efficient catalysis. Now porphyrinic metal–organic frameworks (MOFs) have been synthesized based on a novel mixed‐ligand strategy to afford hig,题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0022,Experimental,Pd,graphene,hydrogen evolution reaction,Highly Stable Single‐Atom Catalyst with Ionic Pd Active Sites Supported on N‐Doped Carbon Nanotubes for Formic Acid Decomposition,ChemSusChem,2018,Wiley,10.1002/cssc.201801679,https://doi.org/10.1002/cssc.201801679,,no_open_pdf_in_metadata,,本文关注 Pd 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Single-atom catalysts with ionic Pd active sites supported on nitrogen-doped carbon nanotubes have been synthesized with a palladium content of 0.2-0.5 wt %. The Pd sites exhibited unexpectedly high stability up to 500 °C in a hydrogen atmosphere which was exp,题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0023,Experimental,Pt,carbon/other support,oxygen reduction reaction,Nanoceria-Supported Single-Atom Platinum Catalysts for Direct Methane Conversion,ACS Catalysis,2018,American Chemical Society,10.1021/acscatal.8b00004,https://doi.org/10.1021/acscatal.8b00004,https://www.osti.gov/servlets/purl/1431456,downloaded_open_access_pdf,Experimental/Pt/pdfs/E0023_Nanoceria-Supported_Single-Atom_Platinum_Catalysts_for_Direct_Methane_Conversion.pdf,"本文关注 Pt 单原子位点在 carbon/other support 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Nanoceria-supported atomic Pt catalysts (denoted as Pt 1 @CeO 2 ) have been synthesized and demonstrated with advanced catalytic performance for the non-oxidative, direct conversion of methane. These catalysts were synthesized by calcination of Pt-impregnated",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0024,Experimental,Ni,N-doped carbon,CO2 reduction/conversion,One-Pot Pyrolysis Method to Fabricate Carbon Nanotube Supported Ni Single-Atom Catalysts with Ultrahigh Loading,ACS Applied Energy Materials,2018,American Chemical Society,10.1021/acsaem.8b00903,https://doi.org/10.1021/acsaem.8b00903,,no_open_pdf_in_metadata,,"本文关注 Ni 单原子位点在 N-doped carbon 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：The practical application of single atom catalysts (SACs) is constrained by the low achievable loading of single metal atoms. Here, nickel SACs stabilized on a nitrogen-doped carbon nanotube structure (NiSA-N-CNT) with ultrahigh Ni atomic loading up to 20.3 wt",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0025,Experimental,Fe,carbon/other support,oxygen reduction reaction,Porous Carbon‐Hosted Atomically Dispersed Iron–Nitrogen Moiety as Enhanced Electrocatalysts for Oxygen Reduction Reaction in a Wide Range of pH,Small,2018,Wiley,10.1002/smll.201703118,https://doi.org/10.1002/smll.201703118,https://www.osti.gov/servlets/purl/1438319,downloaded_open_access_pdf,Experimental/Fe/pdfs/E0025_Porous_Carbon_Hosted_Atomically_Dispersed_Iron_Nitrogen_Moiety_as_Enhanced_Electrocatalyst.pdf,"本文关注 Fe 单原子位点在 carbon/other support 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：As one of the alternatives to replace precious metal catalysts, transition-metal-nitrogen-carbon (M-N-C) electrocatalysts have attracted great research interest due to their low cost and good catalytic activities. Despite nanostructured M-N-C catalysts can ach",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0026,Experimental,Ni,graphene,catalysis,Real-time imaging of adatom-promoted graphene growth on nickel,Science,2018,American Association for the Advancement of Science,10.1126/science.aan8782,https://doi.org/10.1126/science.aan8782,,no_open_pdf_in_metadata,,"本文关注 Ni 单原子位点在 graphene 等载体上的催化行为，主要应用于catalysis。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Single adatoms are expected to participate in many processes occurring at solid surfaces, such as the growth of graphene on metals. We demonstrate, both experimentally and theoretically, the catalytic role played by single metal adatoms during the technologica",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0027,Experimental,Mo,N-doped carbon,hydrogen evolution reaction,Single Molybdenum Atom Anchored on N-Doped Carbon as a Promising Electrocatalyst for Nitrogen Reduction into Ammonia at Ambient Conditions,The Journal of Physical Chemistry C,2018,American Chemical Society,10.1021/acs.jpcc.8b05257,https://doi.org/10.1021/acs.jpcc.8b05257,,no_open_pdf_in_metadata,,"本文关注 Mo 单原子位点在 N-doped carbon 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Ammonia (NH3) is one of the most important industrial chemicals owing to its wide applications in various fields. However, the synthesis of NH3 at ambient conditions remains a coveted goal for chemists. In this work, we study the potential of the newly synthes",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0028,Experimental,Ti; Ni; Ir,graphene,CO2 reduction/conversion,Single-Atom Catalysis toward Efficient CO 2 Conversion to CO and Formate Products,Accounts of Chemical Research,2018,American Chemical Society,10.1021/acs.accounts.8b00478,https://doi.org/10.1021/acs.accounts.8b00478,,no_open_pdf_in_metadata,,"本文关注 Ti, Ni, Ir 单原子位点在 graphene 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：ConspectusSimply yet powerfully, single-atom catalysts (SACs) with atomically dispersed metal active centers on supports have received a growing interest in a wide range of catalytic reactions. As a specific example, SACs have exhibited distinctive performance",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0029,Experimental,Fe,graphene,hydrogen evolution reaction,Support effects on adsorption and catalytic activation of O 2 in single atom iron catalysts with graphene-based substrates,Physical Chemistry Chemical Physics,2018,Royal Society of Chemistry,10.1039/c7cp08301g,https://doi.org/10.1039/c7cp08301g,,no_open_pdf_in_metadata,,"本文关注 Fe 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：. Furthermore, the findings can lay the foundation for the further study of graphene-based support effects and provide a guideline for the development and design of new non-noble-metal single atom catalysts.",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0030,Experimental,Pd,graphene,hydrogen evolution reaction,Toward Understanding of the Support Effect on Pd 1 Single-Atom-Catalyzed Hydrogenation Reactions,The Journal of Physical Chemistry C,2018,American Chemical Society,10.1021/acs.jpcc.8b07181,https://doi.org/10.1021/acs.jpcc.8b07181,,no_open_pdf_in_metadata,,"本文关注 Pd 单原子位点在 graphene 等载体上的催化行为，主要应用于hydrogen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Metal single-atom catalysts (SACs) have received significant attention in the catalysis field due to maximized atom efficiency and their unique catalytic properties. The support could have prominent influences on the catalytic performance. However, the support",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0031,Experimental,Fe,carbon/other support,oxygen reduction reaction,Unveiling the high-activity origin of single-atom iron catalysts for oxygen reduction reaction,Proceedings of the National Academy of Sciences,2018,National Academy of Sciences,10.1073/pnas.1800771115,https://doi.org/10.1073/pnas.1800771115,https://www.pnas.org/content/pnas/115/26/6626.full.pdf,download_failed: HTTPError,,"本文关注 Fe 单原子位点在 carbon/other support 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Significance We propose a surfactant-assisted method to synthesize single-atom iron catalysts (SA-Fe/NG) supported on nitrogen-doped graphitic carbons, and experimentally demonstrated that the SA-Fe/NG catalyst possesses extremely outstanding catalytic activit",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0032,Experimental,V; Fe; Co; Ni; Cu; Mo; Pd; Ag,graphene oxide,CO2 reduction/conversion,A Universal Seeding Strategy to Synthesize Single Atom Catalysts on 2D Materials for Electrocatalytic Applications,Advanced Functional Materials,2019,Wiley,10.1002/adfm.201906157,https://doi.org/10.1002/adfm.201906157,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.201906157,download_failed: HTTPError,,"本文关注 V, Fe, Co, Ni, Cu, Mo, Pd, Ag 单原子位点在 graphene oxide 等载体上的催化行为，主要应用于CO2 reduction/conversion。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Single‐atom catalysts (SACs) are attracting significant attention due to their exceptional catalytic performance and stability. However, the controllable, scalable, and efficient synthesis of SACs remains a significant challenge. Herein, a new and ver",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0033,Experimental,Ni,graphene,CO oxidation,A novel single-atom catalyst for CO oxidation in humid environmental conditions: Ni-embedded divacancy graphene,Journal of Materials Chemistry A,2019,Royal Society of Chemistry,10.1039/c9ta08525d,https://doi.org/10.1039/c9ta08525d,,no_open_pdf_in_metadata,,"本文关注 Ni 单原子位点在 graphene 等载体上的催化行为，主要应用于CO oxidation。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：A termolecular Eley–Rideal (TER) mechanism is preferred for CO oxidation on Ni-DG in humid environments, and the energy barrier for the rate limiting step (2CO + O 2 → OCOOCO) is only 0.34 eV.",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
