ID,Category,Elements,Support_or_material,Reaction_or_application,Title,Journal,Year,Publisher,DOI,Accessible_URL,Open_PDF_URL,PDF_Status,Local_PDF_Path,Chinese_Introduction,Classification_Reason
E0611,Experimental,V; Co; Rh,N-doped graphene,oxygen evolution reaction,A Simple Descriptor toward Optimizing Electrocatalytic N 2 Oxidation to HNO 3 Performance over Graphene-Based Single-Atom Catalysts,The Journal of Physical Chemistry Letters,2025,American Chemical Society,10.1021/acs.jpclett.5c00234,https://doi.org/10.1021/acs.jpclett.5c00234,,no_open_pdf_in_metadata,,"本文关注 V, Co, Rh 单原子位点在 N-doped graphene 等载体上的催化行为，主要应用于oxygen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Single-atom catalysts (SACs) exhibit tremendous advantages in the electrochemical N2 oxidation reaction (EN2OR) to HNO3, which is an eco-friendly alternative to the synthesis of conventional industrial nitric acid and nitrates, but methods to rationally design",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0621,Experimental,Fe; Zn,graphene,oxygen reduction reaction,Atomically Dispersed Fe Anchored on Nitrogen‐Doped Graphene as Advanced Bifunctional Electrocatalyst for Oxygen Electrode in Rechargeable Zn–Air Battery,ChemCatChem,2025,Wiley,10.1002/cctc.202500731,https://doi.org/10.1002/cctc.202500731,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cctc.202500731,download_failed: HTTPError,,"本文关注 Fe, Zn 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Abstract Developing nonprecious metal oxygen reduction reaction (ORR) and oxygen evolution reaction (OER) electrocatalysts with both high activity and stability remains a critical challenge for advanced metal–air battery. In this work, we develop a ball‐millin",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0625,Experimental,Co,graphene,oxygen reduction reaction,Biomolecules-Derived Nitrogen-Doped Turbostratic Graphene Nanoscaffold Decorated with Cobalt Single Atoms for Enhanced Oxygen Evolution Reaction,Energy & Fuels,2025,American Chemical Society,10.1021/acs.energyfuels.4c05389,https://doi.org/10.1021/acs.energyfuels.4c05389,,no_open_pdf_in_metadata,,"本文关注 Co 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：The development of carbon-based first-row transition metal single-atom catalysts (SACs) for the electrochemical oxygen evolution reaction (OER) has recently gained tremendous attention. However, the synthesis of SACs mainly relies on tailored precursors and, t",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0669,Experimental,Fe; Co; Ni,graphene,oxygen reduction reaction,Graphene‐Based Phthalocyanine‐Assembled Synergistic Fe‐Co‐Ni Trimetallic Single‐Atomic Bifunctional Electrocatalysts by Rational Design for Boosting Oxygen Reduction/Evolution Reactions,Carbon Energy,2025,Wiley,10.1002/cey2.70062,https://doi.org/10.1002/cey2.70062,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cey2.70062,download_failed: HTTPError,,"本文关注 Fe, Co, Ni 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：ABSTRACT Development of high‐efficiency bifunctional oxygen reduction reaction (ORR) and oxygen evolution reaction (OER) electrocatalysts is vital for the widespread application of zinc–air batteries (ZABs). However, it still remains a great challenge to avoid",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0698,Experimental,Fe,graphene,oxygen reduction reaction,Oxygen coordination engineering in Fe–N–O–graphene single-atom catalysts for enhanced bifunctional oxygen electrocatalysis,Reaction Chemistry & Engineering,2025,Royal Society of Chemistry,10.1039/d5re00292c,https://doi.org/10.1039/d5re00292c,,no_open_pdf_in_metadata,,"本文关注 Fe 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Study shows FeN 3 O configuration in Fe–N–O–graphene optimizes Fe–O bonding and electronic coupling, enabling low overpotentials for both ORR and OER.",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0747,Experimental,Fe; Co; Ni; Cu,N-doped graphene,oxygen evolution reaction,Understanding the Density Dependence of the OER Activity and Mechanism in Single-Atom Catalysts,The Journal of Physical Chemistry C,2025,American Chemical Society,10.1021/acs.jpcc.4c07614,https://doi.org/10.1021/acs.jpcc.4c07614,,no_open_pdf_in_metadata,,"本文关注 Fe, Co, Ni, Cu 单原子位点在 N-doped graphene 等载体上的催化行为，主要应用于oxygen evolution reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Achieving high densities of single-atom catalysts (SACs) poses a significant challenge yet offers substantial potential for enhancing their catalytic performance. In this work, we have carried out a theoretical investigation on single atoms anchored on nitroge",识别到合成、表征、电化学/催化测试或 operando/in situ 等实验关键词；若含 DFT，则视作实验论文的机理支持。
E0750,Experimental,Au,graphene,oxygen reduction reaction,Workflow-driven catalytic modulation from single-atom catalysts to Au–alloy clusters on graphene,Scientific Reports,2025,Nature Portfolio,10.1038/s41598-025-85891-6,https://doi.org/10.1038/s41598-025-85891-6,https://www.nature.com/articles/s41598-025-85891-6.pdf,open_url_not_pdf,,"本文关注 Au 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Gold-based (Au) nanostructures are efficient catalysts for CO oxidation, hydrogen evolution (HER), and oxygen evolution (OER) reactions, but stabilizing them on graphene (Gr) is challenging due to weak affinity from delocalized [Formula: see text] carbon orbit",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0752,Experimental,Fe; Co; Ni; Cu,graphene,oxygen reduction reaction,p -Band Center as the Key Descriptor: Coordination Engineering of Single-Atom Catalysts for Optimized Oxygen Electrocatalysis,Industrial & Engineering Chemistry Research,2025,American Chemical Society,10.1021/acs.iecr.5c03392,https://doi.org/10.1021/acs.iecr.5c03392,,no_open_pdf_in_metadata,,"本文关注 Fe, Co, Ni, Cu 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：The sluggish kinetics of the oxygen evolution/reduction reaction limit clean energy technologies. Single-atom catalysts (SACs) offer promise but require rational design guided by mechanistic understanding of metal–support interactions. This study employs densi",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
E0790,Experimental,Fe; Zn,graphene,oxygen reduction reaction,Structure-Engineered Biomass-Derived Carbon Nanosheets Hosting Atomically Dispersed Iron for Efficient Zn-air Batteries,Energy & Fuels,2026,American Chemical Society,10.1021/acs.energyfuels.5c05901,https://doi.org/10.1021/acs.energyfuels.5c05901,,no_open_pdf_in_metadata,,"本文关注 Fe, Zn 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以材料制备、结构表征和催化性能测试为核心，通常结合谱学/显微表征确认单原子分散。 摘要要点：Rechargeable zinc-air batteries (ZABs) are attractive for energy storage, but their efficiency is limited by the slow kinetics of the oxygen reduction reaction (ORR) and oxygen evolution reaction (OER). Here, we report a bifunctional single-atom catalyst consi",题名/摘要包含合成、制备、表征、测试或实验-理论联合研究信息，按实验论文归类；其中计算部分视作机理支持。
T0023,Theoretical,V; Fe; Co; Ni; Cu; Pd,N-doped graphene,oxygen evolution reaction,Transition-metal single atoms in nitrogen-doped graphenes as efficient active centers for water splitting: a theoretical study,Physical Chemistry Chemical Physics,2019,Royal Society of Chemistry,10.1039/c8cp06755d,https://doi.org/10.1039/c8cp06755d,https://www.osti.gov/servlets/purl/1543800,downloaded_open_access_pdf,Theoretical/V/pdfs/T0023_Transition-metal_single_atoms_in_nitrogen-doped_graphenes_as_efficient_active_centers_for_.pdf,"本文关注 V, Fe, Co, Ni, Cu, Pd 单原子位点在 N-doped graphene 等载体上的催化行为，主要应用于oxygen evolution reaction。 文章以理论计算、稳定性分析或反应路径筛选为主，可用于建立结构-活性关系和筛选候选催化剂。 摘要要点：Highly active single-atom catalysts (SACs) have recently been intensively studied for their potential in the hydrogen evolution reaction (HER) and the oxygen evolution reaction (OER). Due to the existence of many such SAC systems, a general understanding of th",题名明确包含 computational、DFT、screening、theoretical 或 first-principles 等词，按纯理论计算归类。
T0033,Theoretical,V; Fe; Cu; Rh; Ir,graphene,oxygen reduction reaction,"Rational prediction of multifunctional bilayer single atom catalysts for the hydrogen evolution, oxygen evolution and oxygen reduction reactions",Nanoscale,2020,Royal Society of Chemistry,10.1039/d0nr05202g,https://doi.org/10.1039/d0nr05202g,,no_open_pdf_in_metadata,,"本文关注 V, Fe, Cu, Rh, Ir 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以理论计算、稳定性分析或反应路径筛选为主，可用于建立结构-活性关系和筛选候选催化剂。 摘要要点：Bimetallic atom catalysts (BACs), which can exhibit remarkable catalytic performance compared with single atom catalysts (SACs) due to their higher metal loading and the synergy between two metal atoms, have attracted great attention in research. Herein, by me",题名/摘要明确显示 DFT、第一性原理、理论洞察或计算筛选为主，按纯理论计算归类。
T0076,Theoretical,Fe,N-doped graphene,oxygen evolution reaction,Orbital Dependence in Single-Atom Electrocatalytic Reactions,The Journal of Physical Chemistry Letters,2022,American Chemical Society,10.1021/acs.jpclett.2c01381,https://doi.org/10.1021/acs.jpclett.2c01381,,no_open_pdf_in_metadata,,本文关注 Fe 单原子位点在 N-doped graphene 等载体上的催化行为，主要应用于oxygen evolution reaction。 文章以理论计算、稳定性分析或反应路径筛选为主，可用于建立结构-活性关系和筛选候选催化剂。 摘要要点：Transition metal single-atom catalysts supported on N-doped graphene (TM–N–C) could serve as an ideal model for studying orbital dependence in electrocatalytic reactions because the atom on the catalytic active site has discrete single-atom-like orbitals. In t,题名/摘要明确显示 DFT、第一性原理、理论洞察或计算筛选为主，按纯理论计算归类。
T0104,Theoretical,Mixed_or_unclear,N-doped graphene,oxygen evolution reaction,Insights into the Oxygen Evolution Reaction on Graphene-Based Single-Atom Catalysts from First-Principles-Informed Microkinetic Modeling,ACS Catalysis,2023,American Chemical Society,10.1021/acscatal.3c00474,https://doi.org/10.1021/acscatal.3c00474,https://www.osti.gov/servlets/purl/2007855,downloaded_open_access_pdf,Theoretical/Mixed_or_unclear/pdfs/T0104_Insights_into_the_Oxygen_Evolution_Reaction_on_Graphene-Based_Single-Atom_Catalysts_from_F.pdf,"本文关注 Mixed_or_unclear 单原子位点在 N-doped graphene 等载体上的催化行为，主要应用于oxygen evolution reaction。 文章以理论计算、稳定性分析或反应路径筛选为主，可用于建立结构-活性关系和筛选候选催化剂。 摘要要点：Single-atom transition metals embedded in nitrogen-doped graphene have emerged as promising electrocatalysts due to their high activity and low material cost. These materials have been shown to catalyze a variety of electrochemical reactions, but their active",题名明确包含 computational、DFT、screening、theoretical 或 first-principles 等词，按纯理论计算归类。
T0117,Theoretical,Fe; Co; Ni; Cu,N-doped graphene,oxygen evolution reaction,Synergy of dual-atom catalysts deviated from the scaling relationship for oxygen evolution reaction,Nature Communications,2023,Nature Portfolio,10.1038/s41467-023-40177-1,https://doi.org/10.1038/s41467-023-40177-1,https://www.nature.com/articles/s41467-023-40177-1.pdf,open_url_not_pdf,,"本文关注 Fe, Co, Ni, Cu 单原子位点在 N-doped graphene 等载体上的催化行为，主要应用于oxygen evolution reaction。 文章以理论计算、稳定性分析或反应路径筛选为主，可用于建立结构-活性关系和筛选候选催化剂。 摘要要点：Dual-atom catalysts, particularly those with heteronuclear active sites, have the potential to outperform the well-established single-atom catalysts for oxygen evolution reaction, but the underlying mechanistic understanding is still lacking. Herein, a large-s",题名/摘要明确显示 DFT、第一性原理、理论洞察或计算筛选为主，按纯理论计算归类。
T0125,Theoretical,Mixed_or_unclear,graphene,oxygen reduction reaction,"A theoretical investigation on the OER and ORR activity of graphene-based TM–N 3 and TM–N 2 X (X = B, C, O, P) single atom catalysts by density functional theory calculations",Physical Chemistry Chemical Physics,2024,Royal Society of Chemistry,10.1039/d4cp03779k,https://doi.org/10.1039/d4cp03779k,,no_open_pdf_in_metadata,,"本文关注 Mixed_or_unclear 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以理论计算、稳定性分析或反应路径筛选为主，可用于建立结构-活性关系和筛选候选催化剂。 摘要要点：site in TM-N-C, which could benefit the further development of graphene-based SACs for fuel cells and renewable energy applications.",题名明确包含 computational、DFT、screening、theoretical 或 first-principles 等词，按纯理论计算归类。
T0157,Theoretical,Co,graphene,oxygen reduction reaction,Theoretically Insight into Co and S Pairs Dispersed on N‐Doped Graphene: Promising Bifunctional Electrocatalysts for Oxygen Reduction/Evolution Reactions,Advanced Theory and Simulations,2024,Wiley,10.1002/adts.202400076,https://doi.org/10.1002/adts.202400076,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adts.202400076,download_failed: HTTPError,,本文关注 Co 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以理论计算、稳定性分析或反应路径筛选为主，可用于建立结构-活性关系和筛选候选催化剂。 摘要要点：Abstract Single atom catalysts (SACs) are considered as efficient catalysts for hydrogen‐based energy conversion and storage because of their excellent catalytic performance for oxygen evolution reactions (OER) and oxygen reduction reactions (ORR). In the pres,题名明确包含 computational、DFT、screening、theoretical 或 first-principles 等词，按纯理论计算归类。
T0159,Theoretical,V,graphene,oxygen reduction reaction,Yb-Modified Carbon-Based Bifunctional Oxygen Electrode Catalyst: A Density Functional Theory Study,The Journal of Physical Chemistry C,2024,American Chemical Society,10.1021/acs.jpcc.4c03420,https://doi.org/10.1021/acs.jpcc.4c03420,,no_open_pdf_in_metadata,,"本文关注 V 单原子位点在 graphene 等载体上的催化行为，主要应用于oxygen reduction reaction。 文章以理论计算、稳定性分析或反应路径筛选为主，可用于建立结构-活性关系和筛选候选催化剂。 摘要要点：The oxidation reduction reactions (ORR) and oxygen evolution reactions (OER) are crucial for the research of electrocatalysts. In this study, the single-atom catalysts (SACs) of Yb-doped graphene (YbNxC3–x) are extensively discussed using density functional th",题名/摘要明确显示 DFT、第一性原理、理论洞察或计算筛选为主，按纯理论计算归类。
T0181,Theoretical,Sc; V; Cr; Mn; Fe; Co; Zn; Ru,N-doped graphene,oxygen evolution reaction,"Nitrogen-doped graphene supported single-atom catalysts for efficient electrocatalytic oxidation of 5-hydroxymethylfurfural to 2,5-furandicarboxylic acid: a density functional theory study",Physical Chemistry Chemical Physics,2025,Royal Society of Chemistry,10.1039/d4cp04568h,https://doi.org/10.1039/d4cp04568h,,no_open_pdf_in_metadata,,"本文关注 Sc, V, Cr, Mn, Fe, Co, Zn, Ru 单原子位点在 N-doped graphene 等载体上的催化行为，主要应用于oxygen evolution reaction。 文章以理论计算、稳定性分析或反应路径筛选为主，可用于建立结构-活性关系和筛选候选催化剂。 摘要要点：Electrocatalytic oxidation of 5-hydroxymethylfurfural (HMF) to 2,5-furandicarboxylic acid (FDCA) is a promising alternative for oxygen evolution reactions. The search for efficient catalysts has been attracting increasing scientific attention. This work explor",题名/摘要明确显示 DFT、第一性原理、理论洞察或计算筛选为主，按纯理论计算归类。
